,rmm1
1916-02-11,-0.015828917
1916-02-12,-0.56841546
1916-02-13,-0.84444976
1916-02-14,-1.0110617
1916-02-15,-0.93119246
1916-02-16,-0.87449276
1916-02-17,-0.7026397
1916-02-18,-0.4672982
1916-02-19,-0.32032168
1916-02-20,-0.18334483
1916-02-21,-0.024282536
1916-02-22,0.08392118
1916-02-23,0.13407518
1916-02-24,0.15725759
1916-02-25,0.11970122
1916-02-26,-0.011876689
1916-02-27,-0.07868083
1916-02-28,-0.20523791
1916-02-29,-0.2874202
1916-03-01,-0.36994624
1916-03-02,-0.5104161
1916-03-03,-0.49091682
1916-03-04,-0.35739732
1916-03-05,-0.08220323
1916-03-06,0.14554344
1916-03-07,0.14253019
1916-03-08,-0.08452701
1916-03-09,-0.36554176
1916-03-10,-0.4714208
1916-03-11,-0.46737346
1916-03-12,-0.39932105
1916-03-13,-0.27650416
1916-03-14,-0.14290735
1916-03-15,0.000421891
1916-03-16,0.08122742
1916-03-17,0.11104626
1916-03-18,0.088853896
1916-03-19,0.067781225
1916-03-20,-0.090410486
1916-03-21,-0.26986113
1916-03-22,-0.37482503
1916-03-23,-0.5363971
1916-03-24,-0.74564576
1916-03-25,-0.8686428
1916-03-26,-0.9431824
1916-03-27,-0.8442377
1916-03-28,-0.7146283
1916-03-29,-0.6383107
1916-03-30,-0.72466964
1916-03-31,-0.802665
1916-04-01,-0.83702636
1916-04-02,-0.80610067
1916-04-03,-0.9174731
1916-04-04,-0.96683776
1916-04-05,-0.972245
1916-04-06,-0.9015273
1916-04-07,-0.83927995
1916-04-08,-0.80144703
1916-04-09,-0.7736236
1916-04-10,-0.70828485
1916-04-11,-0.7389932
1916-04-12,-0.74402994
1916-04-13,-0.64398664
1916-04-14,-0.4587499
1916-04-15,-0.2481571
1916-04-16,-0.028803946
1916-04-17,0.059665352
1916-04-18,0.17572239
1916-04-19,0.33107135
1916-04-20,0.40939993
1916-04-21,0.47972727
1916-04-22,0.5120336
1916-04-23,0.41870293
1916-04-24,0.28256896
1916-04-25,0.13502091
1916-04-26,0.04530809
1916-04-27,-0.049190387
1916-04-28,-0.19238865
1916-04-29,-0.37809
1916-04-30,-0.6751484
1916-05-01,-0.96617734
1916-05-02,-1.101371
1916-05-03,-0.98765576
1916-05-04,-0.80380774
1916-05-05,-0.6103935
1916-05-06,-0.35538113
1916-05-07,-0.2559858
1916-05-08,-0.27044705
1916-05-09,-0.3056557
1916-05-10,-0.39704642
1916-05-11,-0.38584793
1916-05-12,-0.42466602
1916-05-13,-0.45855424
1916-05-14,-0.46365848
1916-05-15,-0.4509183
1916-05-16,-0.43449342
1916-05-17,-0.4596749
1916-05-18,-0.46764103
1916-05-19,-0.41289255
1916-05-20,-0.3189735
1916-05-21,-0.26159307
1916-05-22,-0.16474974
1916-05-23,-0.008268105
1916-05-24,0.2634929
1916-05-25,0.39327925
1916-05-26,0.51244414
1916-05-27,0.5410859
1916-05-28,0.53022534
1916-05-29,0.46929425
1916-05-30,0.3653294
1916-05-31,0.24993004
1916-06-01,0.17536792
1916-06-02,0.30119094
1916-06-03,0.3222156
1916-06-04,0.37435195
1916-06-05,0.40522525
1916-06-06,0.41871908
1916-06-07,0.45685384
1916-06-08,0.53051895
1916-06-09,0.6291908
1916-06-10,0.7561974
1916-06-11,0.8547017
1916-06-12,0.7854676
1916-06-13,0.7597431
1916-06-14,0.7640068
1916-06-15,0.80842924
1916-06-16,0.8463489
1916-06-17,0.90481037
1916-06-18,0.9147557
1916-06-19,0.8334179
1916-06-20,0.8194518
1916-06-21,0.8182986
1916-06-22,0.8150498
1916-06-23,0.7963492
1916-06-24,0.82410526
1916-06-25,0.8673814
1916-06-26,0.95486027
1916-06-27,0.97621787
1916-06-28,0.90479624
1916-06-29,0.81892633
1916-06-30,0.731044
1916-07-01,0.5947716
1916-07-02,0.3809975
1916-07-03,0.13141301
1916-07-04,-0.15022066
1916-07-05,-0.4112006
1916-07-06,-0.50894445
1916-07-07,-0.52797097
1916-07-08,-0.6089202
1916-07-09,-0.6658624
1916-07-10,-0.6100243
1916-07-11,-0.64773905
1916-07-12,-0.5474622
1916-07-13,-0.46081653
1916-07-14,-0.3522541
1916-07-15,-0.30332938
1916-07-16,-0.3672993
1916-07-17,-0.47686103
1916-07-18,-0.5680717
1916-07-19,-0.7085955
1916-07-20,-0.827509
1916-07-21,-0.8635026
1916-07-22,-0.89128935
1916-07-23,-0.83546877
1916-07-24,-0.6878589
1916-07-25,-0.58511394
1916-07-26,-0.4675386
1916-07-27,-0.19533257
1916-07-28,-0.0057291705
1916-07-29,0.09414813
1916-07-30,0.19653009
1916-07-31,0.2532796
1916-08-01,0.17642762
1916-08-02,-0.06229864
1916-08-03,-0.3429524
1916-08-04,-0.6616386
1916-08-05,-0.8661854
1916-08-06,-0.92852485
1916-08-07,-0.82955825
1916-08-08,-0.7810198
1916-08-09,-0.67875683
1916-08-10,-0.30063993
1916-08-11,0.12696998
1916-08-12,0.40680385
1916-08-13,0.5756426
1916-08-14,0.59174335
1916-08-15,0.5958291
1916-08-16,0.65811855
1916-08-17,0.69489634
1916-08-18,0.6504478
1916-08-19,0.5954299
1916-08-20,0.6330229
1916-08-21,0.7285223
1916-08-22,0.74016154
1916-08-23,0.6963047
1916-08-24,0.66266143
1916-08-25,0.6995383
1916-08-26,0.79758024
1916-08-27,0.84609437
1916-08-28,0.8529949
1916-08-29,0.7918626
1916-08-30,0.6540373
1916-08-31,0.44915527
1916-09-01,0.21780035
1916-09-02,0.031244477
1916-09-03,0.00033551268
1916-09-04,0.010425089
1916-09-05,0.07496215
1916-09-06,0.06309745
1916-09-07,0.118155174
1916-09-08,0.09037274
1916-09-09,0.007831536
1916-09-10,-0.014987243
1916-09-11,0.11617549
1916-09-12,0.3259484
1916-09-13,0.52881277
1916-09-14,0.7092509
1916-09-15,0.86691874
1916-09-16,1.1612751
1916-09-17,1.3813604
1916-09-18,1.5749514
1916-09-19,1.7664084
1916-09-20,1.8672591
1916-09-21,1.9127533
1916-09-22,1.9422994
1916-09-23,1.8505931
1916-09-24,1.7328112
1916-09-25,1.3999903
1916-09-26,1.1115427
1916-09-27,0.77559304
1916-09-28,0.6056012
1916-09-29,0.407208
1916-09-30,0.18356954
1916-10-01,0.02613451
1916-10-02,0.032605514
1916-10-03,0.001213884
1916-10-04,0.037530575
1916-10-05,0.13595277
1916-10-06,0.15384997
1916-10-07,0.07823038
1916-10-08,0.111790456
1916-10-09,0.094574556
1916-10-10,0.015962167
1916-10-11,-0.10203259
1916-10-12,-0.15030628
1916-10-13,-0.16074531
1916-10-14,-0.10722017
1916-10-15,-0.056896865
1916-10-16,-0.052752882
1916-10-17,0.10197456
1916-10-18,0.20753112
1916-10-19,0.25611612
1916-10-20,0.42047045
1916-10-21,0.7009479
1916-10-22,0.88085425
1916-10-23,0.858395
1916-10-24,0.6865571
1916-10-25,0.6334646
1916-10-26,0.6915386
1916-10-27,0.6308504
1916-10-28,0.6198642
1916-10-29,0.63722974
1916-10-30,0.62138575
1916-10-31,0.5702316
1916-11-01,0.38075748
1916-11-02,0.14177307
1916-11-03,-0.029766532
1916-11-04,-0.20628007
1916-11-05,-0.37352958
1916-11-06,-0.57969046
1916-11-07,-0.6109004
1916-11-08,-0.50654316
1916-11-09,-0.44043377
1916-11-10,-0.33303308
1916-11-11,-0.28727868
1916-11-12,-0.3352951
1916-11-13,-0.40439612
1916-11-14,-0.4280311
1916-11-15,-0.40543798
1916-11-16,-0.38862386
1916-11-17,-0.36349246
1916-11-18,-0.27646694
1916-11-19,-0.16474192
1916-11-20,-0.11909048
1916-11-21,-0.05819104
1916-11-22,0.038220964
1916-11-23,0.1917314
1916-11-24,0.42810157
1916-11-25,0.49767146
1916-11-26,0.39082518
1916-11-27,0.04413727
1916-11-28,-0.41962537
1916-11-29,-0.6862215
1916-11-30,-0.7267406
1916-12-01,-0.69351304
1916-12-02,-0.6039038
1916-12-03,-0.5093456
1916-12-04,-0.49386206
1916-12-05,-0.48173997
1916-12-06,-0.4415284
1916-12-07,-0.40478978
1916-12-08,-0.40543142
1916-12-09,-0.38543227
1916-12-10,-0.37293446
1916-12-11,-0.3136679
1916-12-12,-0.17611043
1916-12-13,-1.2319535e-05
1916-12-14,0.1558337
1916-12-15,0.36260673
1916-12-16,0.5275278
1916-12-17,0.6845418
1916-12-18,0.8545798
1916-12-19,0.9749949
1916-12-20,0.9817658
1916-12-21,1.0186788
1916-12-22,0.92133546
1916-12-23,0.60742486
1916-12-24,0.26164904
1916-12-25,-0.017955685
1916-12-26,-0.2724753
1916-12-27,-0.41781607
1916-12-28,-0.43629587
1916-12-29,-0.3416323
1916-12-30,-0.18103874
1916-12-31,0.05217872
1917-01-01,0.06709531
1917-01-02,-0.089000195
1917-01-03,-0.18018468
1917-01-04,-0.33620343
1917-01-05,-0.44342914
1917-01-06,-0.5923038
1917-01-07,-0.7432271
1917-01-08,-1.0128845
1917-01-09,-1.279882
1917-01-10,-1.4191991
1917-01-11,-1.4239748
1917-01-12,-1.3571622
1917-01-13,-1.3499129
1917-01-14,-1.2663374
1917-01-15,-1.0834513
1917-01-16,-0.8547708
1917-01-17,-0.66753995
1917-01-18,-0.50188744
1917-01-19,-0.34106717
1917-01-20,-0.26896608
1917-01-21,-0.27244756
1917-01-22,-0.31997997
1917-01-23,-0.38811776
1917-01-24,-0.47627106
1917-01-25,-0.573077
1917-01-26,-0.6722149
1917-01-27,-0.71104777
1917-01-28,-0.75183713
1917-01-29,-0.7334413
1917-01-30,-0.6657959
1917-01-31,-0.6275922
1917-02-01,-0.63181597
1917-02-02,-0.7201793
1917-02-03,-0.7544271
1917-02-04,-0.8169421
1917-02-05,-1.0069503
1917-02-06,-1.1401551
1917-02-07,-1.1396805
1917-02-08,-1.03292
1917-02-09,-0.9509927
1917-02-10,-0.82021916
1917-02-11,-0.65069735
1917-02-12,-0.6107848
1917-02-13,-0.66127074
1917-02-14,-0.6683574
1917-02-15,-0.7723081
1917-02-16,-0.86370367
1917-02-17,-0.891458
1917-02-18,-0.85850286
1917-02-19,-0.88000274
1917-02-20,-0.97539127
1917-02-21,-0.9763869
1917-02-22,-1.024446
1917-02-23,-0.9966278
1917-02-24,-0.9703263
1917-02-25,-0.9008144
1917-02-26,-0.84267044
1917-02-27,-0.777262
1917-02-28,-0.7179059
1917-03-01,-0.6439697
1917-03-02,-0.37330395
1917-03-03,-0.01721126
1917-03-04,0.28456837
1917-03-05,0.60094863
1917-03-06,0.74010015
1917-03-07,0.7574911
1917-03-08,0.7314271
1917-03-09,0.7423076
1917-03-10,0.7311821
1917-03-11,0.7461373
1917-03-12,0.7307657
1917-03-13,0.67489743
1917-03-14,0.633248
1917-03-15,0.57317764
1917-03-16,0.56867915
1917-03-17,0.6201972
1917-03-18,0.6447338
1917-03-19,0.67060316
1917-03-20,0.5773511
1917-03-21,0.43709216
1917-03-22,0.29776773
1917-03-23,0.11636055
1917-03-24,-0.004025681
1917-03-25,-0.2574727
1917-03-26,-0.43914798
1917-03-27,-0.7019726
1917-03-28,-0.9400624
1917-03-29,-1.0563014
1917-03-30,-1.09724
1917-03-31,-1.05422
1917-04-01,-0.9614619
1917-04-02,-0.83065915
1917-04-03,-0.86487186
1917-04-04,-0.8365201
1917-04-05,-0.8946973
1917-04-06,-0.877591
1917-04-07,-0.7874013
1917-04-08,-0.7276485
1917-04-09,-0.5885347
1917-04-10,-0.33810052
1917-04-11,-0.07762835
1917-04-12,0.13309702
1917-04-13,0.17991768
1917-04-14,0.08624138
1917-04-15,0.05395709
1917-04-16,0.0066554826
1917-04-17,0.0022085663
1917-04-18,0.0674799
1917-04-19,0.20167188
1917-04-20,0.36285153
1917-04-21,0.50945264
1917-04-22,0.64131844
1917-04-23,0.71031606
1917-04-24,0.7203712
1917-04-25,0.62950873
1917-04-26,0.5841625
1917-04-27,0.5232762
1917-04-28,0.36802843
1917-04-29,0.19808823
1917-04-30,0.12049496
1917-05-01,0.10398652
1917-05-02,0.00036657602
1917-05-03,-0.13420989
1917-05-04,-0.27372763
1917-05-05,-0.35144764
1917-05-06,-0.40551496
1917-05-07,-0.38131145
1917-05-08,-0.41320625
1917-05-09,-0.4476086
1917-05-10,-0.50213194
1917-05-11,-0.47394502
1917-05-12,-0.41050413
1917-05-13,-0.40482122
1917-05-14,-0.45208463
1917-05-15,-0.49068573
1917-05-16,-0.52711153
1917-05-17,-0.5937519
1917-05-18,-0.68386567
1917-05-19,-0.6793914
1917-05-20,-0.6820734
1917-05-21,-0.6577382
1917-05-22,-0.5131694
1917-05-23,-0.29601607
1917-05-24,-0.11353916
1917-05-25,-0.015430244
1917-05-26,0.008117497
1917-05-27,-0.11849119
1917-05-28,-0.19186915
1917-05-29,-0.3209267
1917-05-30,-0.41091016
1917-05-31,-0.42868322
1917-06-01,-0.41382554
1917-06-02,-0.25423405
1917-06-03,-0.027301429
1917-06-04,0.21546139
1917-06-05,0.39543936
1917-06-06,0.4361759
1917-06-07,0.37265176
1917-06-08,0.31613377
1917-06-09,0.16660266
1917-06-10,0.08083303
1917-06-11,0.14911346
1917-06-12,0.11590279
1917-06-13,-0.04245165
1917-06-14,-0.123756185
1917-06-15,-0.19645599
1917-06-16,-0.29261678
1917-06-17,-0.32773718
1917-06-18,-0.29545864
1917-06-19,-0.23616286
1917-06-20,-0.24304642
1917-06-21,-0.23348995
1917-06-22,-0.14531727
1917-06-23,0.05397162
1917-06-24,0.26772368
1917-06-25,0.37213448
1917-06-26,0.52866346
1917-06-27,0.631323
1917-06-28,0.63913476
1917-06-29,0.50072974
1917-06-30,0.3624908
1917-07-01,0.2611621
1917-07-02,0.15552378
1917-07-03,-0.03992606
1917-07-04,-0.21635377
1917-07-05,-0.3805079
1917-07-06,-0.43643728
1917-07-07,-0.41730687
1917-07-08,-0.34270784
1917-07-09,-0.28429374
1917-07-10,-0.1786681
1917-07-11,-0.109041646
1917-07-12,0.06773918
1917-07-13,0.22249404
1917-07-14,0.41512248
1917-07-15,0.6124736
1917-07-16,0.87424934
1917-07-17,1.0856107
1917-07-18,1.1536098
1917-07-19,1.1066015
1917-07-20,0.88477325
1917-07-21,0.6768488
1917-07-22,0.57920647
1917-07-23,0.5083464
1917-07-24,0.34129855
1917-07-25,0.19824919
1917-07-26,0.27964953
1917-07-27,0.4667969
1917-07-28,0.46983942
1917-07-29,0.39506814
1917-07-30,0.25738892
1917-07-31,0.1609605
1917-08-01,0.08990431
1917-08-02,0.11262824
1917-08-03,0.17484728
1917-08-04,0.280938
1917-08-05,0.31351984
1917-08-06,0.2839013
1917-08-07,0.23702095
1917-08-08,0.1676002
1917-08-09,0.107709914
1917-08-10,0.14533606
1917-08-11,0.17066012
1917-08-12,0.20105061
1917-08-13,0.22390924
1917-08-14,0.24475645
1917-08-15,0.29527625
1917-08-16,0.3803902
1917-08-17,0.47563094
1917-08-18,0.6085442
1917-08-19,0.73608327
1917-08-20,0.8240435
1917-08-21,0.8136326
1917-08-22,0.730498
1917-08-23,0.6581471
1917-08-24,0.6266226
1917-08-25,0.6415301
1917-08-26,0.59682155
1917-08-27,0.6147647
1917-08-28,0.6290039
1917-08-29,0.57442117
1917-08-30,0.568939
1917-08-31,0.48738018
1917-09-01,0.5290462
1917-09-02,0.719367
1917-09-03,0.9637277
1917-09-04,1.115584
1917-09-05,1.1615475
1917-09-06,1.1444043
1917-09-07,1.1438148
1917-09-08,1.0507876
1917-09-09,0.885153
1917-09-10,0.73587966
1917-09-11,0.60000646
1917-09-12,0.5280027
1917-09-13,0.41230592
1917-09-14,0.40333614
1917-09-15,0.36861482
1917-09-16,0.3286657
1917-09-17,0.3041478
1917-09-18,0.17994724
1917-09-19,0.041374374
1917-09-20,-0.00454385
1917-09-21,-0.06510791
1917-09-22,-0.103313915
1917-09-23,-0.09318927
1917-09-24,-0.061985314
1917-09-25,-0.0033480432
1917-09-26,0.07457994
1917-09-27,0.05184629
1917-09-28,0.071946345
1917-09-29,0.10557185
1917-09-30,0.18859272
1917-10-01,0.3336281
1917-10-02,0.46996972
1917-10-03,0.61250556
1917-10-04,0.7388786
1917-10-05,0.75539076
1917-10-06,0.8022741
1917-10-07,0.7711407
1917-10-08,0.66342515
1917-10-09,0.51435757
1917-10-10,0.42134252
1917-10-11,0.31532624
1917-10-12,0.23176204
1917-10-13,0.14915733
1917-10-14,0.035274863
1917-10-15,0.111303255
1917-10-16,0.20414992
1917-10-17,0.29120463
1917-10-18,0.349355
1917-10-19,0.37743187
1917-10-20,0.40387878
1917-10-21,0.3338601
1917-10-22,0.2500567
1917-10-23,0.18460388
1917-10-24,0.24738203
1917-10-25,0.2845755
1917-10-26,0.29936647
1917-10-27,0.27802196
1917-10-28,0.28190488
1917-10-29,0.22894204
1917-10-30,0.15784408
1917-10-31,0.033646673
1917-11-01,-0.12290083
1917-11-02,-0.20581369
1917-11-03,-0.20937912
1917-11-04,-0.12359142
1917-11-05,-0.038346425
1917-11-06,0.065979555
1917-11-07,0.08268792
1917-11-08,0.01839563
1917-11-09,-0.058386758
1917-11-10,-0.16399834
1917-11-11,-0.23897599
1917-11-12,-0.24365036
1917-11-13,-0.18001245
1917-11-14,-0.116402894
1917-11-15,-0.06862386
1917-11-16,-0.046498746
1917-11-17,-0.029746426
1917-11-18,-0.055919692
1917-11-19,-0.14475492
1917-11-20,-0.19832431
1917-11-21,-0.18366148
1917-11-22,-0.1021833
1917-11-23,0.015390065
1917-11-24,0.23431589
1917-11-25,0.40081957
1917-11-26,0.47982368
1917-11-27,0.45667514
1917-11-28,0.3377439
1917-11-29,0.19277845
1917-11-30,0.032217868
1917-12-01,-0.10732004
1917-12-02,-0.17163147
1917-12-03,-0.052387998
1917-12-04,-0.10830006
1917-12-05,-0.24591158
1917-12-06,-0.33981287
1917-12-07,-0.4754438
1917-12-08,-0.6899243
1917-12-09,-0.7822492
1917-12-10,-0.75482035
1917-12-11,-0.7532761
1917-12-12,-0.79876554
1917-12-13,-0.62220716
1917-12-14,-0.44985914
1917-12-15,-0.3217579
1917-12-16,-0.3069596
1917-12-17,-0.28395596
1917-12-18,-0.20289233
1917-12-19,-0.07293387
1917-12-20,0.020971537
1917-12-21,0.09956354
1917-12-22,0.061021082
1917-12-23,0.009224912
1917-12-24,-0.055180967
1917-12-25,-0.16443868
1917-12-26,-0.34408066
1917-12-27,-0.5343525
1917-12-28,-0.6786414
1917-12-29,-0.8411852
1917-12-30,-0.8802117
1917-12-31,-0.89294636
1918-01-01,-0.7500742
1918-01-02,-0.49787387
1918-01-03,-0.32770368
1918-01-04,-0.20597489
1918-01-05,-0.211821
1918-01-06,-0.24420632
1918-01-07,-0.15707229
1918-01-08,-0.15674181
1918-01-09,-0.21566941
1918-01-10,-0.36141124
1918-01-11,-0.5009291
1918-01-12,-0.60343647
1918-01-13,-0.6183398
1918-01-14,-0.43834516
1918-01-15,-0.26700005
1918-01-16,-0.0733751
1918-01-17,0.18787107
1918-01-18,0.39558476
1918-01-19,0.5438238
1918-01-20,0.64522576
1918-01-21,0.76366025
1918-01-22,0.9050788
1918-01-23,1.0489885
1918-01-24,1.1787466
1918-01-25,1.1571577
1918-01-26,1.0671659
1918-01-27,1.066478
1918-01-28,1.1169653
1918-01-29,1.177906
1918-01-30,1.3189304
1918-01-31,1.4868534
1918-02-01,1.6693455
1918-02-02,2.0130584
1918-02-03,2.299506
1918-02-04,2.4432342
1918-02-05,2.4547837
1918-02-06,2.418215
1918-02-07,2.2824843
1918-02-08,2.2029834
1918-02-09,2.1339252
1918-02-10,1.8023801
1918-02-11,1.6939675
1918-02-12,1.6252804
1918-02-13,1.55845
1918-02-14,1.3684702
1918-02-15,1.1323174
1918-02-16,0.9173136
1918-02-17,0.70003927
1918-02-18,0.5027408
1918-02-19,0.3779194
1918-02-20,0.1498581
1918-02-21,-0.119772
1918-02-22,-0.32652256
1918-02-23,-0.49144408
1918-02-24,-0.56397355
1918-02-25,-0.6892984
1918-02-26,-0.8255588
1918-02-27,-0.9211465
1918-02-28,-0.98631954
1918-03-01,-1.0669427
1918-03-02,-1.0729525
1918-03-03,-1.084157
1918-03-04,-1.0923822
1918-03-05,-1.0531743
1918-03-06,-1.0119904
1918-03-07,-0.8984369
1918-03-08,-0.82098264
1918-03-09,-1.0145824
1918-03-10,-1.004426
1918-03-11,-1.0009753
1918-03-12,-1.1155528
1918-03-13,-1.3448634
1918-03-14,-1.5633684
1918-03-15,-1.7158723
1918-03-16,-1.8468094
1918-03-17,-2.0382829
1918-03-18,-2.2522175
1918-03-19,-2.277891
1918-03-20,-2.2736473
1918-03-21,-2.2185571
1918-03-22,-2.2039895
1918-03-23,-2.0352917
1918-03-24,-1.7503984
1918-03-25,-1.3626802
1918-03-26,-1.0241691
1918-03-27,-0.7587094
1918-03-28,-0.67431176
1918-03-29,-0.58519775
1918-03-30,-0.34882984
1918-03-31,-0.28606597
1918-04-01,-0.28364247
1918-04-02,-0.31324998
1918-04-03,-0.17987333
1918-04-04,-0.044395775
1918-04-05,0.056442104
1918-04-06,-0.059029922
1918-04-07,-0.22173344
1918-04-08,-0.37400007
1918-04-09,-0.31870264
1918-04-10,-0.21815021
1918-04-11,-0.2528505
1918-04-12,-0.28680012
1918-04-13,-0.34687105
1918-04-14,-0.390017
1918-04-15,-0.35549402
1918-04-16,-0.3083391
1918-04-17,-0.35219863
1918-04-18,-0.45856628
1918-04-19,-0.6783316
1918-04-20,-0.9032207
1918-04-21,-1.0194848
1918-04-22,-1.1741138
1918-04-23,-1.239177
1918-04-24,-1.2861679
1918-04-25,-1.2317429
1918-04-26,-1.1430833
1918-04-27,-1.1055124
1918-04-28,-1.1006191
1918-04-29,-1.0529604
1918-04-30,-0.98621655
1918-05-01,-0.8190399
1918-05-02,-0.61359864
1918-05-03,-0.47996998
1918-05-04,-0.40982524
1918-05-05,-0.4176652
1918-05-06,-0.49381897
1918-05-07,-0.51911104
1918-05-08,-0.46303958
1918-05-09,-0.34927228
1918-05-10,-0.24732591
1918-05-11,-0.18015297
1918-05-12,-0.21485011
1918-05-13,-0.2569528
1918-05-14,-0.25774464
1918-05-15,-0.13535188
1918-05-16,-0.1206384
1918-05-17,-0.19953592
1918-05-18,-0.29540005
1918-05-19,-0.33303952
1918-05-20,-0.44853643
1918-05-21,-0.44581667
1918-05-22,-0.28436694
1918-05-23,-0.060637765
1918-05-24,0.0404743
1918-05-25,0.022174446
1918-05-26,-0.12052055
1918-05-27,-0.19542599
1918-05-28,-0.18144502
1918-05-29,-0.06531125
1918-05-30,-0.052091137
1918-05-31,-0.00083586015
1918-06-01,0.012267234
1918-06-02,0.04000783
1918-06-03,0.03496691
1918-06-04,-0.012271127
1918-06-05,-0.05376488
1918-06-06,-0.061947785
1918-06-07,-0.18468785
1918-06-08,-0.36693394
1918-06-09,-0.3865095
1918-06-10,-0.32491812
1918-06-11,-0.25269362
1918-06-12,-0.24274077
1918-06-13,-0.20625104
1918-06-14,-0.15257584
1918-06-15,-0.005209947
1918-06-16,0.088955246
1918-06-17,0.11859954
1918-06-18,0.2420139
1918-06-19,0.41068166
1918-06-20,0.6809491
1918-06-21,1.0089263
1918-06-22,1.340848
1918-06-23,1.6594751
1918-06-24,1.9627712
1918-06-25,2.2435563
1918-06-26,2.484049
1918-06-27,2.726147
1918-06-28,2.9091182
1918-06-29,2.9568434
1918-06-30,2.8590791
1918-07-01,2.578843
1918-07-02,2.1865206
1918-07-03,1.6954572
1918-07-04,1.1883159
1918-07-05,0.8251397
1918-07-06,0.6721583
1918-07-07,0.58730173
1918-07-08,0.60382384
1918-07-09,0.64220107
1918-07-10,0.63147885
1918-07-11,0.5745752
1918-07-12,0.5572158
1918-07-13,0.59614015
1918-07-14,0.5452437
1918-07-15,0.46824488
1918-07-16,0.40111095
1918-07-17,0.24941938
1918-07-18,0.10424924
1918-07-19,0.010863779
1918-07-20,-0.054560453
1918-07-21,-0.086537905
1918-07-22,-0.12666877
1918-07-23,-0.012255317
1918-07-24,0.09417693
1918-07-25,0.13907501
1918-07-26,0.17485343
1918-07-27,0.14162798
1918-07-28,0.02418485
1918-07-29,-0.025164703
1918-07-30,-0.10071284
1918-07-31,-0.1687284
1918-08-01,-0.18776093
1918-08-02,0.022299526
1918-08-03,0.21122307
1918-08-04,0.3297029
1918-08-05,0.4568996
1918-08-06,0.5249104
1918-08-07,0.562241
1918-08-08,0.6279193
1918-08-09,0.7233236
1918-08-10,0.85726666
1918-08-11,1.0187931
1918-08-12,1.1593742
1918-08-13,1.2522614
1918-08-14,1.2093914
1918-08-15,1.0185024
1918-08-16,0.8551842
1918-08-17,0.7066024
1918-08-18,0.50513005
1918-08-19,0.31779873
1918-08-20,0.09544149
1918-08-21,-0.03519898
1918-08-22,-0.16306259
1918-08-23,-0.22558688
1918-08-24,-0.25137928
1918-08-25,-0.25789985
1918-08-26,-0.18703002
1918-08-27,-0.04918062
1918-08-28,0.02943116
1918-08-29,0.0680309
1918-08-30,0.10171192
1918-08-31,0.22299972
1918-09-01,0.4686568
1918-09-02,0.6694497
1918-09-03,0.7773615
1918-09-04,0.7344696
1918-09-05,0.6723178
1918-09-06,0.5911001
1918-09-07,0.46425375
1918-09-08,0.2607229
1918-09-09,0.0950727
1918-09-10,-0.0065201093
1918-09-11,-0.073994964
1918-09-12,-0.19188814
1918-09-13,-0.19468091
1918-09-14,-0.11773865
1918-09-15,-0.045941487
1918-09-16,0.08680242
1918-09-17,0.22581069
1918-09-18,0.304796
1918-09-19,0.35924378
1918-09-20,0.34776124
1918-09-21,0.30424774
1918-09-22,0.27959892
1918-09-23,0.24763055
1918-09-24,0.20574765
1918-09-25,0.11514816
1918-09-26,0.07745267
1918-09-27,0.0777722
1918-09-28,0.10263455
1918-09-29,0.24591221
1918-09-30,0.17869663
1918-10-01,0.12353232
1918-10-02,0.075989336
1918-10-03,0.053957976
1918-10-04,0.0410429
1918-10-05,0.007351421
1918-10-06,-0.034489512
1918-10-07,-0.039046086
1918-10-08,-0.03059757
1918-10-09,-0.034817904
1918-10-10,-0.09868049
1918-10-11,-0.24174578
1918-10-12,-0.3947269
1918-10-13,-0.49306247
1918-10-14,-0.6165467
1918-10-15,-0.7538312
1918-10-16,-1.0054845
1918-10-17,-1.1739732
1918-10-18,-1.3946031
1918-10-19,-1.4750705
1918-10-20,-1.4388807
1918-10-21,-1.3650365
1918-10-22,-1.3104213
1918-10-23,-1.1605904
1918-10-24,-1.0334545
1918-10-25,-1.0090798
1918-10-26,-0.9937544
1918-10-27,-0.9817561
1918-10-28,-0.86438674
1918-10-29,-0.70224154
1918-10-30,-0.50377834
1918-10-31,-0.27156296
1918-11-01,-0.10335774
1918-11-02,-0.011709597
1918-11-03,0.04550293
1918-11-04,0.0039209537
1918-11-05,-0.044930615
1918-11-06,-0.17311566
1918-11-07,-0.38599193
1918-11-08,-0.55305755
1918-11-09,-0.6146842
1918-11-10,-0.6614917
1918-11-11,-0.78758514
1918-11-12,-0.82557714
1918-11-13,-0.88187575
1918-11-14,-0.9371174
1918-11-15,-0.8970742
1918-11-16,-0.8872709
1918-11-17,-0.8422175
1918-11-18,-0.73581445
1918-11-19,-0.74360085
1918-11-20,-0.6251979
1918-11-21,-0.50980043
1918-11-22,-0.49809286
1918-11-23,-0.5426141
1918-11-24,-0.6330613
1918-11-25,-0.7025194
1918-11-26,-0.80628926
1918-11-27,-0.8679832
1918-11-28,-0.8769817
1918-11-29,-0.8180261
1918-11-30,-0.69135
1918-12-01,-0.54303396
1918-12-02,-0.40785447
1918-12-03,-0.24259226
1918-12-04,-0.11836159
1918-12-05,0.08234236
1918-12-06,0.38565704
1918-12-07,0.6569406
1918-12-08,0.7284653
1918-12-09,0.84164757
1918-12-10,0.89181674
1918-12-11,0.8937131
1918-12-12,0.91066563
